CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12,CompactOpportunityCardsc__JobCardTitleNoStyleAnchor-sc-dkg8my-12 href,CompactOpportunityCardsc__NotDisclosedMessage-sc-dkg8my-27,TagStyle__TagContent-sc-66xi2f-0,TagStyle__TagContentWrapper-sc-r1wv7a-1,TagStyle__TagContentWrapper-sc-r1wv7a-1 2,TagStyle__TagContentWrapper-sc-r1wv7a-1 3,TagStyle__TagContentWrapper-sc-r1wv7a-1 4,TagStyle__TagContentWrapper-sc-r1wv7a-1 5,ThumborImagesc__CustomImage-sc-1uzwahj-0 src,stylessc__ShieldBadge-sc-1cbkdr9-1 src,CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14,CompactOpportunityCardsc__CompanyLink-sc-dkg8my-14 href,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 2,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 2,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 3,CompactOpportunityCardsc__JobCardLocationNoStyleAnchor-sc-dkg8my-13 href 3,CompactOpportunityCardsc__UpdatedAtMessage-sc-dkg8my-26,CompactOpportunityCardsc__SalaryWrapper-sc-dkg8my-32
Cybersecurity Analyst,https://glints.com/id/opportunities/jobs/cybersecurity-analyst/b9189bfa-5e10-40d3-bdb3-15f28ccc55d0?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,,Kontrak,5 – 10 tahun,Minimal Sarjana (S1),Poc,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/60f959e88f4f6476baa8a147a2f1c675.png,,Adins Center Of Excellence,https://glints.com/id/companies/adins-center-of-excellence/e7dd3947-b662-4c63-bccb-57c390df4759,Kebon Jeruk,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kebon-jeruk,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,29 menit yang lalu,Rp 8 jt-12 jt
Sales and Marketing Analyst,https://glints.com/id/opportunities/jobs/sales-and-marketing-analyst/c4245ed4-4aeb-433e-81aa-810fc7476868?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,Perusahaan Premium,Penuh Waktu,Minimal SMA/SMK,Customer Service,Microsoft Word,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0fb3c79ef2386c9461a8c7f4e9293506.png,https://glints.com/images/icons/vip-badge.svg,Fifgroup Duren Sawit,https://glints.com/id/companies/fifgroup-duren-sawit/87d2f225-265e-4f82-98ab-4458d64c437c,Jatinegara,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/jatinegara,Jakarta Timur,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,3 hari yang lalu,Rp 2 jt-6 jt
System Analyst,https://glints.com/id/opportunities/jobs/system-analyst/07e76891-8bfe-421f-a367-0b11f2ada7c6?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),System Analysis,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/87c537f2d28045ebab2a09bd5853c8ec.jpg,,Satrio Consulting,https://glints.com/id/companies/satrio-consulting/a4b6b2c0-1c2c-458a-b495-08494e61ae2a,Cibeunying Kidul,https://glints.com/id/job-location/indonesia/jawa-barat/bandung/cibeunying-kidul,Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,Kemarin,Rp 5 jt-10 jt
IT Business Process Analyst,https://glints.com/id/opportunities/jobs/it-business-process-analyst/b676b34c-8fa3-4bcf-bc58-0f4efd2e9bd5?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SDLC,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Cakung,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/cakung,Jakarta Timur,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,3 hari yang lalu,Rp 6 jt-7 jt
System Analyst,https://glints.com/id/opportunities/jobs/system-analyst/2f407959-530d-46ad-939a-94df133f84b3?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,,Hybrid,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/c02e0d1533ff4bf1236aeacab9dbc5a4.png,,NAT Indonesia,https://glints.com/id/companies/nat-indonesia/b5c32c53-3734-4c03-bd17-b8b98e429def,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,2 hari yang lalu,Rp 7 jt-10 jt
System Analyst,https://glints.com/id/opportunities/jobs/system-analyst/65abe7b8-a5a7-41cb-953a-08b39e10a32b?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),GIT,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d900fec1892b65f3b8933d45f591e52f.png,,PT Bazpos Teknologi Indonesia Persada,https://glints.com/id/companies/pt-bazpos-teknologi-indonesia-persada/fbaa9d41-17a0-4e4e-b852-7a65a71bfe7f,Grogol Petamburan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,2 hari yang lalu,Rp 10 jt-15 jt
Staff Warehouse & Data Inventory,https://glints.com/id/opportunities/jobs/staff-warehouse-and-data-inventory/bea1f7aa-a47f-46bf-8aed-d0faf784964f?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Microsoft Excel,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/503438cee452db77a94a02e1c3e31c61.png,https://glints.com/images/icons/vip-badge.svg,Zeta Bags Group,https://glints.com/id/companies/zeta-bags-group/8459cb41-d3dc-441a-8599-ef47a21e00eb,Mampang Prapatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/mampang-prapatan,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,16 hari yang lalu,Rp 5 jt-6 jt
Program Magang (Administrasi/Data Analyst/Statutory/Operasional),https://glints.com/id/opportunities/jobs/program-magang-administrasi-data-analyst-statutory-operasional/bb165cd9-1858-4811-a82f-a02491e5b2c9?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,,Magang,Minimal Diploma (D1 - D4),Microsoft Excel,Data Entry,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/44edb006eec06fd82249451ee7b08fee.jpeg,,PT. GURITA LINTAS SAMUDERA (GLS),https://glints.com/id/companies/pt-gurita-lintas-samudera-gls/ec958f58-334f-46df-a06a-b624653d3dd3,Grogol Petamburan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/grogol-petamburan,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,9 hari yang lalu,"Rp 1 jt-1,5 jt"
Analis Data HRIS (Human Resources Information System),https://glints.com/id/opportunities/jobs/analis-data-hris-human-resources-information-system/df255933-141b-4c2e-9fee-a59fcdbaf7f2?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),HR Policies,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/95debadce68af7b38dc7fe6230658794.png,https://glints.com/images/icons/vip-badge.svg,KSO Sucofindo - Surveyor Indonesia,https://glints.com/id/companies/kso-sucofindo-surveyor-indonesia/171337ac-595b-4ee1-9417-8ae34539a45d,Pancoran,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pancoran,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,24 hari yang lalu,
System Analyst,https://glints.com/id/opportunities/jobs/system-analyst/be3483b9-15a5-437e-aa2c-d09fd1428409?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),System Analysis,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/371a6940352d2139907dd17021886175.jpg,,APTAVIS,https://glints.com/id/companies/aptavis/fb01afcf-471c-41f2-9743-e3babb5b3bc3,Sukajadi,https://glints.com/id/job-location/indonesia/jawa-barat/bandung/sukajadi,Bandung,https://glints.com/id/job-location/indonesia/jawa-barat/bandung,Jawa Barat,https://glints.com/id/job-location/indonesia/jawa-barat,1 bulan yang lalu,Rp 4 jt-5 jt
Product Market Analyst (Jakarta),https://glints.com/id/opportunities/jobs/product-market-analyst-jakarta/effa2c55-8bed-41f6-975c-2acd44bedd2a?utm_referrer=explore&traceInfo=43e05e03bae2f57e003b23d803b4c23f,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/cc6c576d3d1fc8550b38fdf700ac213f.jpg,https://glints.com/images/icons/vip-badge.svg,Delifru Flavour Expert,https://glints.com/id/companies/delifru-flavour-expert/013ae7b8-7985-4bdf-bea2-4af36153cf51,Kembangan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat/kembangan,Jakarta Barat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-barat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,12 hari yang lalu,
IT System Analyst,https://glints.com/id/opportunities/jobs/it-system-analyst/7e6cc32c-3ce6-415f-a1b4-501a854c26dc?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),SQL,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/eecafe2ce82ce6e39bae82fafe897c4c.png,https://glints.com/images/icons/vip-badge.svg,PT. Transcosmos Indonesia,https://glints.com/id/companies/pt-transcosmos-indonesia/bb80186e-bc5f-48d4-963c-71349fe08acf,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,Kemarin,
IT Business Analyst,https://glints.com/id/opportunities/jobs/it-business-analyst/dc059ddb-f0ee-440a-bd37-cdca7531bed6?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,,Kontrak,3 – 5 tahun,Minimal Diploma (D1 - D4),Brd,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ab8b71c58f6883f650f549b3b9bb4eb6.jpg,,Pt. Tiga Daya Digital Indonesia,https://glints.com/id/companies/pt-tiga-daya-digital-indonesia/54dd0fb0-5873-4bf9-b5e9-b1939efef446,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,Kemarin,Rp 10 jt-18 jt
IT Business Analyst,https://glints.com/id/opportunities/jobs/it-business-analyst/372e7ddc-5a34-46ca-b1db-56cab8af0d6c?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Teamwork,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ef674468446e36198da02a498fad33da.png,https://glints.com/images/icons/vip-badge.svg,PT. Mandiri International Technology,https://glints.com/id/companies/pt-mandiri-international-technology/4cc92fae-eb04-42eb-a2e0-be7770866e04,Pancoran,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pancoran,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,2 hari yang lalu,"Rp 5,5 jt-10 jt"
Business Risk Analyst,https://glints.com/id/opportunities/jobs/business-risk-analyst/e08a2422-8813-4b50-b63a-3ce85fc791b2?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,,Remote/Dari rumah,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6ef84d7cb62101c2d400cd8ec868dc4a.png,,Confirmis Holdings,https://glints.com/id/companies/confirmis-holdings/8c30898b-b7cd-406e-bd56-83f0b09e45f7,Gambir,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/gambir,Jakarta Pusat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,3 hari yang lalu,"Rp 6 jt-6,5 jt"
IT Business Process Analyst,https://glints.com/id/opportunities/jobs/it-business-process-analyst/0a7998b4-fba7-4088-b6de-4f947f2934c9?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,Perusahaan Premium,Kontrak,1 – 3 tahun,Minimal Sarjana (S1),Product Development,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,https://glints.com/images/icons/vip-badge.svg,PT Sigma Global Teknologi,https://glints.com/id/companies/pt-sigma-global-teknologi/1cb01218-d1de-4e0c-b7a4-cb7865f3baae,Cakung,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/cakung,Jakarta Timur,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,20 hari yang lalu,"Rp 6,5 jt-7 jt"
Product Marketing Analyst,https://glints.com/id/opportunities/jobs/product-marketing-analyst/bd86d05f-1cab-486d-8720-048c58d2bd15?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Communication Skills,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/93bbdaf15958d2c02f4506745494cae6.png,,PT AKARI Indonesia,https://glints.com/id/companies/pt-akari-indonesia/d94d75ba-3510-47ef-b96a-9f1bb5368ca5,Kemayoran,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/kemayoran,Jakarta Pusat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,6 hari yang lalu,Rp 5 jt-6 jt
IT Business Analyst Supervisor,https://glints.com/id/opportunities/jobs/it-business-analyst-supervisor/fbdd03f9-c807-4136-a0af-ba9d0f38ade9?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,Perusahaan Premium,Penuh Waktu,3 – 5 tahun,Minimal Sarjana (S1),Business Analyst,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d39327a049eb1bbdc5c1b5cabb723623.png,https://glints.com/images/icons/vip-badge.svg,"PT Tunas Ridean, Tbk",https://glints.com/id/companies/pt-tunas-ridean-tbk/281f9952-3b0f-4336-897b-be0a15d2e215,Pancoran,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/pancoran,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,22 hari yang lalu,Rp 5 jt-10 jt
System Analyst,https://glints.com/id/opportunities/jobs/system-analyst/06f3d507-7c16-4682-ac79-a721b353df08?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Diploma (D1 - D4),UML,4,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5579b6a466f477d7e787e054ac604d79.jpg,https://glints.com/images/icons/vip-badge.svg,PT Inova Medika Solusindo,https://glints.com/id/companies/pt-inova-medika-solusindo/d3f5ff95-95c2-47de-9e23-dd2a5f71ecd6,Samarinda Ulu,https://glints.com/id/job-location/indonesia/kalimantan-timur/samarinda/samarinda-ulu,Samarinda,https://glints.com/id/job-location/indonesia/kalimantan-timur/samarinda,Kalimantan Timur,https://glints.com/id/job-location/indonesia/kalimantan-timur,19 hari yang lalu,"Rp 3,5 jt-4,5 jt"
Financial Planning Analyst,https://glints.com/id/opportunities/jobs/financial-planning-analyst/079d2c14-7b1d-47b0-b2d6-01fb4b5a88ab?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,,Penuh Waktu,5 – 10 tahun,Minimal Sarjana (S1),Microsoft Excel,5,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8294706e239f673e63b46b25e07f1404.jpg,,PT Jola Mitra Utama (Yogyakarta),https://glints.com/id/companies/pt-jola-mitra-utama-yogyakarta/be862141-af2a-4d25-8682-ed0fc0b2dd81,Kemayoran,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat/kemayoran,Jakarta Pusat,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-pusat,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,14 hari yang lalu,Rp 20 jt-25 jt
Data Engineer (Remote),https://glints.com/id/opportunities/jobs/data-engineer-remote/2b3e6e47-2c40-44f5-9c53-c4723f8f9086?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,,Remote/Dari rumah,Kontrak,3 – 5 tahun,Minimal Sarjana (S1),3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3c4a679eba5753220b5ccf0e6aa703d5.jpg,,Pt Medika Digital Nusantara,https://glints.com/id/companies/pt-medika-digital-nusantara/2f48b33c-d784-4501-b88b-e48e4a291f8e,Kapanewon Depok,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman/kapanewon-depok,Kab. Sleman,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja/kab-sleman,DI Yogyakarta,https://glints.com/id/job-location/indonesia/di-yogyakarta-jogja,20 hari yang lalu,Rp 5 jt-8 jt
IT Business Analyst,https://glints.com/id/opportunities/jobs/it-business-analyst/b0e2c56b-37cb-43f2-8d40-c5431f360e5d?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),System Integration,6,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8dd5fc2a4f41a241e97fd2abc1e8ea08.png,,PT Nusapala Group,https://glints.com/id/companies/pt-nusapala-group/b61d0d94-db46-441e-bba2-968ebd6ee5ed,Ciracas,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur/ciracas,Jakarta Timur,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-timur,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,17 hari yang lalu,"Rp 4,9 jt-5,1 jt"
Spesialis Data Entry,https://glints.com/id/opportunities/jobs/spesialis-data-entry/2fae4efe-4ca9-41c1-85cd-e598629e191f?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,,Remote/Dari rumah,Paruh Waktu,Minimal SMA/SMK,Microsoft Office,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/124e52427ee285009b42e302c7f7d2d8.jpg,,Citra Textile,https://glints.com/id/companies/citra-textile/26c55f98-c52e-4675-8c85-a6119bc5050b,Kuta,https://glints.com/id/job-location/indonesia/bali/kab-badung/kuta,Kab. Badung,https://glints.com/id/job-location/indonesia/bali/kab-badung,Bali,https://glints.com/id/job-location/indonesia/bali,Kemarin,"Rp 5,5 jt-7,4 jt"
Business Analyst (Insurance),https://glints.com/id/opportunities/jobs/business-analyst-insurance/547a4fe0-9136-4433-9a60-91a29af0598d?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,,Hybrid,Kontrak,3 – 5 tahun,Minimal Diploma (D1 - D4),3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3ad95027979abea42c1674d06974a492.jfif,,PT Karisma Zona Kreatifku (KAZOKKU),https://glints.com/id/companies/pt-karisma-zona-kreatifku-kazokku/5c1cd2d8-ad05-405d-8ba3-20c56ffac8d8,Mampang Prapatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/mampang-prapatan,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,20 hari yang lalu,Rp 7 jt-14 jt
IT Business Analyst,https://glints.com/id/opportunities/jobs/it-business-analyst/fe9a6f88-285c-4b64-8e67-24cf1475e932?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,,Penuh Waktu,3 – 5 tahun,Minimal Diploma (D1 - D4),Agile Methodologies,3,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d25bd65e765e7977cbf4a1e2d9dcecb1.jpeg,,BIT - Barito Technologies Group,https://glints.com/id/companies/bit-barito-technologies-group/7017a7ac-4ab2-42b2-bc5a-f01b66c6e3ec,Setiabudi,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/setiabudi,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,21 hari yang lalu,Rp 8 jt-12 jt
Social Media Analyst,https://glints.com/id/opportunities/jobs/social-media-analyst/412eb27a-57eb-4dbd-b7f3-19168425c731?utm_referrer=explore&traceInfo=46741a40-eb50-4bb1-9442-188634add4d7,,Perusahaan Premium,Penuh Waktu,1 – 3 tahun,Minimal Sarjana (S1),Report Writing,12,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/086f4f1c200339183898e4c03b6ae55b.jpeg,https://glints.com/images/icons/vip-badge.svg,PT CAB Tekno Kreasi,https://glints.com/id/companies/pt-cab-tekno-kreasi/9758ff02-09ec-46b6-af7c-a8f0eb6cfd91,Cilandak,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan/cilandak,Jakarta Selatan,https://glints.com/id/job-location/indonesia/dki-jakarta/jakarta-selatan,DKI Jakarta,https://glints.com/id/job-location/indonesia/dki-jakarta,2 hari yang lalu,
